SpAbs_A 2
SpMax_A 2
SpDiam_A 2
SpAD_A 2
SpMAD_A 2
LogEE_A 2
VE1_A 2
VE2_A 2
VE3_A 2
VR1_A 2
VR2_A 2
VR3_A 2
ATS0s 2
ATS1s 2
ATS2s 2
ATS3s 2
ATS4s 2
ATS5s 2
ATS6s 2
ATS7s 2
ATS8s 2
AATS3dv 1
AATS4dv 1
AATS5dv 1
AATS6dv 3
AATS7dv 11
AATS8dv 24
AATS3d 1
AATS4d 1
AATS5d 1
AATS6d 3
AATS7d 11
AATS8d 24
AATS0s 2
AATS1s 2
AATS2s 2
AATS3s 2
AATS4s 2
AATS5s 2
AATS6s 4
AATS7s 12
AATS8s 25
AATS3Z 1
AATS4Z 1
AATS5Z 1
AATS6Z 3
AATS7Z 11
AATS8Z 24
AATS3m 1
AATS4m 1
AATS5m 1
AATS6m 3
AATS7m 11
AATS8m 24
AATS3v 1
AATS4v 1
AATS5v 1
AATS6v 3
AATS7v 11
AATS8v 24
AATS3se 1
AATS4se 1
AATS5se 1
AATS6se 3
AATS7se 11
AATS8se 24
AATS3pe 1
AATS4pe 1
AATS5pe 1
AATS6pe 3
AATS7pe 11
AATS8pe 24
AATS3are 1
AATS4are 1
AATS5are 1
AATS6are 3
AATS7are 11
AATS8are 24
AATS3p 1
AATS4p 1
AATS5p 1
AATS6p 3
AATS7p 11
AATS8p 24
AATS3i 1
AATS4i 1
AATS5i 1
AATS6i 3
AATS7i 11
AATS8i 24
ATSC0s 2
ATSC1s 2
ATSC2s 2
ATSC3s 2
ATSC4s 2
ATSC5s 2
ATSC6s 2
ATSC7s 2
ATSC8s 2
AATSC3c 1
AATSC4c 1
AATSC5c 1
AATSC6c 3
AATSC7c 11
AATSC8c 24
AATSC3dv 1
AATSC4dv 1
AATSC5dv 1
AATSC6dv 3
AATSC7dv 11
AATSC8dv 24
AATSC3d 1
AATSC4d 1
AATSC5d 1
AATSC6d 3
AATSC7d 11
AATSC8d 24
AATSC0s 2
AATSC1s 2
AATSC2s 2
AATSC3s 2
AATSC4s 2
AATSC5s 2
AATSC6s 4
AATSC7s 12
AATSC8s 25
AATSC3Z 1
AATSC4Z 1
AATSC5Z 1
AATSC6Z 3
AATSC7Z 11
AATSC8Z 24
AATSC3m 1
AATSC4m 1
AATSC5m 1
AATSC6m 3
AATSC7m 11
AATSC8m 24
AATSC3v 1
AATSC4v 1
AATSC5v 1
AATSC6v 3
AATSC7v 11
AATSC8v 24
AATSC3se 1
AATSC4se 1
AATSC5se 1
AATSC6se 3
AATSC7se 11
AATSC8se 24
AATSC3pe 1
AATSC4pe 1
AATSC5pe 1
AATSC6pe 3
AATSC7pe 11
AATSC8pe 24
AATSC3are 1
AATSC4are 1
AATSC5are 1
AATSC6are 3
AATSC7are 11
AATSC8are 24
AATSC3p 1
AATSC4p 1
AATSC5p 1
AATSC6p 3
AATSC7p 11
AATSC8p 24
AATSC3i 1
AATSC4i 1
AATSC5i 1
AATSC6i 3
AATSC7i 11
AATSC8i 24
MATS3c 1
MATS4c 1
MATS5c 1
MATS6c 3
MATS7c 11
MATS8c 24
