"SMILES","CASRN","EXTERNALID","N","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","ERROR","MWC01","MWC02","MWC03","MWC04","MWC05","MWC06","MWC07","MWC08","MWC09","MWC10","SRW02","SRW03","SRW04","SRW05","SRW06","SRW07","SRW08","SRW09","SRW10","MPC01","MPC02","MPC03","MPC04","MPC05","MPC06","MPC07","MPC08","MPC09","MPC10","piPC01","piPC02","piPC03","piPC04","piPC05","piPC06","piPC07","piPC08","piPC09","piPC10","TWC","TPC","piID","PCR","PCD","CID","BID","Wi_G","WiA_G","AVS_G","H_G","Chi_G","ChiA_G","J_G","HyWi_G","SpAbs_G","SpPos_G","SpPosA_G","SpPosLog_G","SpMax_G","SpMaxA_G","SpDiam_G","SpAD_G","SpMAD_G","Ho_G","EE_G","SM2_G","SM3_G","SM4_G","SM5_G","SM6_G","VE1_G","VE2_G","VE3_G","VE1sign_G","VE2sign_G","VE3sign_G","VR1_G","VR2_G","VR3_G","Wi_RG","WiA_RG","AVS_RG","H_RG","Chi_RG","ChiA_RG","J_RG","HyWi_RG","SpAbs_RG","SpPos_RG","SpPosA_RG","SpPosLog_RG","SpMax_RG","SpMaxA_RG","SpDiam_RG","SpAD_RG","SpMAD_RG","Ho_RG","EE_RG","SM2_RG","SM3_RG","SM4_RG","SM5_RG","SM6_RG","VE1_RG","VE2_RG","VE3_RG","VE1sign_RG","VE2sign_RG","VE3sign_RG","VR1_RG","VR2_RG","VR3_RG","Wi_G/D","WiA_G/D","AVS_G/D","H_G/D","Chi_G/D","ChiA_G/D","J_G/D","HyWi_G/D","SpAbs_G/D","SpPos_G/D","SpPosA_G/D","SpPosLog_G/D","SpMax_G/D","SpMaxA_G/D","SpDiam_G/D","SpAD_G/D","SpMAD_G/D","Ho_G/D","EE_G/D","SM2_G/D","SM3_G/D","SM4_G/D","SM5_G/D","SM6_G/D","VE1_G/D","VE2_G/D","VE3_G/D","VE1sign_G/D","VE2sign_G/D","VE3sign_G/D","VR1_G/D","VR2_G/D","VR3_G/D","C-001","C-002","C-003","C-004","C-005","C-006","C-007","C-008","C-009","C-010","C-011","C-012","C-013","C-014","C-015","C-016","C-017","C-018","C-019","C-020","C-021","C-022","C-023","C-024","C-025","C-026","C-027","C-028","C-029","C-030","C-031","C-032","C-033","C-034","C-035","C-036","C-037","C-038","C-039","C-040","C-041","C-042","C-043","C-044","H-046","H-047","H-048","H-049","H-050","H-051","H-052","H-053","H-054","H-055","O-056","O-057","O-058","O-059","O-060","O-061","O-062","O-063","Se-064","Se-065","N-066","N-067","N-068","N-069","N-070","N-071","N-072","N-073","N-074","N-075","N-076","N-077","N-078","N-079","F-081","F-082","F-083","F-084","F-085","Cl-086","Cl-087","Cl-088","Cl-089","Cl-090","Br-091","Br-092","Br-093","Br-094","Br-095","I-096","I-097","I-098","I-099","I-100","F-101","Cl-102","Br-103","I-104","S-106","S-107","S-108","S-109","S-110","Si-111","B-112","P-115","P-116","P-117","P-118","P-119","P-120"
"C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC(=O)N(CCCl)CCCl)=C4)[C@@H]1CC[C@@H]2O","-","-","-","-","-","-","-","-","-","-","3.5","5.07","5.96","6.87","7.79","8.71","9.63","10.6","11.5","12.4","4.17","0.0","5.53","2.4","7.11","4.84","8.79","7.03","10.5","3.5","3.87","4.22","4.51","4.76","4.93","5.16","5.36","5.52","5.6","3.61","4.1","4.58","5.03","5.48","5.73","6.1","6.45","6.73","6.9","12.9","8.13","9.41","1.16","1.29","4.1","3.41","11300.0","6.41","378.0","395.0","0.177","0.0028","2.22","10.9","777.0","388.0","6.47","15.5","388.0","6.47","569.0","777.0","12.9","74.2","388.0","12.1","17.8","23.9","29.8","35.8","7.01","0.117","5.07","0.44","0.00733","-2.14","62.5","1.04","10.8","133.0","0.0749","4.42","93700.0","13.4","0.213","169.0","4.47","52.2","26.1","0.435","8.5","4.77","0.0795","5.97","52.2","0.87","18.7","5.43","4.41","5.09","6.59","7.99","9.49","3.24","0.054","3.06","0.166","0.00277","-4.68","62.6","1.04","10.8","1700.0","0.963","56.8","1900.0","1.07","0.017","13.5","7.44","127.0","63.5","1.06","10.8","57.2","0.953","60.1","127.0","2.12","40.8","57.2","8.13","12.1","16.2","20.2","24.3","6.22","0.104","4.76","0.153","0.00255","-4.9","62.7","1.05","10.8","1.0","6.0","3.0","1.0","0.0","4.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","16.0","12.0","0.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
